# Matched-pair tests of symmetry
# This file can be read in MS Excel or in R with command:
#    dat=read.csv('sym_mar_REV_simion.symtest.csv',comment.char='#')
# Columns are comma-separated with following meanings:
#    Name:    Partition name
#    SymSig:  Number of significant sequence pairs by test of symmetry
#    SymNon:  Number of non-significant sequence pairs by test of symmetry
#    SymPval: P-value for maximum test of symmetry
#    MarSig:  Number of significant sequence pairs by test of marginal symmetry
#    MarNon:  Number of non-significant sequence pairs by test of marginal symmetry
#    MarPval: P-value for maximum test of marginal symmetry
#    IntSig:  Number of significant sequence pairs by test of internal symmetry
#    IntNon:  Number of non-significant sequence pairs by test of internal symmetry
#    IntPval: P-value for maximum test of internal symmetry
Name,SymSig,SymNon,SymPval,MarSig,MarNon,MarPval,IntSig,IntNon,IntPval
gene_0097,0,0,nan,54,772,nan,0,0,nan
gene_0098,0,0,nan,0,0,nan,0,0,nan
gene_0099,0,0,nan,0,327,nan,0,0,nan
gene_0100,0,0,nan,24,917,nan,0,0,nan
gene_0101,0,0,nan,14,294,nan,0,0,nan
gene_0102,0,0,nan,39,616,nan,0,0,nan
gene_0103,0,0,nan,26,544,nan,0,0,nan
gene_0104,0,0,nan,2,117,nan,0,0,nan
gene_0105,0,0,nan,1,195,nan,0,0,nan
gene_0106,0,0,nan,11,143,nan,0,0,nan
gene_0107,0,0,nan,11,389,nan,0,0,nan
gene_0108,0,0,nan,2,428,nan,0,0,nan
gene_0109,0,0,nan,12,446,nan,0,0,nan
gene_0110,0,0,nan,11,129,nan,0,0,nan
gene_0111,0,0,nan,0,86,nan,0,0,nan
gene_0112,0,0,nan,55,491,nan,0,0,nan
gene_0113,0,0,nan,108,1610,0.547246,0,0,nan
gene_0114,0,0,nan,14,241,nan,0,0,nan
gene_0115,0,0,nan,23,337,nan,0,0,nan
gene_0116,0,0,nan,4,211,nan,0,0,nan
gene_0117,0,0,nan,18,154,nan,0,0,nan
gene_0118,0,0,nan,6,322,nan,0,0,nan
gene_0119,0,0,nan,22,489,nan,0,0,nan
gene_0120,0,0,nan,4,453,nan,0,0,nan
gene_0121,0,0,nan,19,130,nan,0,0,nan
gene_0122,0,0,nan,5,250,0.562337,0,0,nan
gene_0123,0,0,nan,26,778,nan,0,0,nan
gene_0124,0,0,nan,15,343,nan,0,0,nan
gene_0125,0,0,nan,13,769,nan,0,0,nan
gene_0126,0,0,nan,27,427,nan,0,0,nan
gene_0127,0,0,nan,29,630,nan,0,0,nan
gene_0128,0,0,nan,13,746,nan,0,0,nan
gene_0129,0,0,nan,23,530,nan,0,0,nan
gene_0130,0,0,nan,30,1341,0.52383,0,0,nan
gene_0131,0,0,nan,0,3,nan,0,0,nan
gene_0132,0,0,nan,12,507,nan,0,0,nan
gene_0133,0,0,nan,4,107,nan,0,0,nan
gene_0134,0,0,nan,25,667,0.675096,0,0,nan
gene_0135,0,0,nan,3,95,nan,0,0,nan
gene_0136,0,0,nan,5,94,nan,0,0,nan
gene_0137,0,0,nan,8,161,nan,0,0,nan
gene_0138,0,0,nan,7,402,nan,0,0,nan
gene_0139,0,0,nan,32,376,nan,0,0,nan
gene_0140,0,0,nan,104,750,nan,0,0,nan
gene_0141,0,0,nan,20,851,nan,0,0,nan
gene_0142,0,0,nan,17,630,0.561875,0,0,nan
gene_0143,0,0,nan,33,642,nan,0,0,nan
gene_0144,0,0,nan,1,157,nan,0,0,nan
gene_0145,0,0,nan,1,107,nan,0,0,nan
gene_0146,0,0,nan,7,598,nan,0,0,nan
gene_0147,0,0,nan,0,3,nan,0,0,nan
gene_0148,0,0,nan,9,595,nan,0,0,nan
gene_0149,0,0,nan,0,0,nan,0,0,nan
gene_0150,0,0,nan,0,138,nan,0,0,nan
gene_0151,0,0,nan,19,458,nan,0,0,nan
gene_0152,0,0,nan,13,132,nan,0,0,nan
gene_0153,0,0,nan,6,8,nan,0,0,nan
gene_0154,0,0,nan,0,1,nan,0,0,nan
gene_0155,0,0,nan,2,253,nan,0,0,nan
gene_0156,0,0,nan,23,1349,nan,0,0,nan
gene_0157,0,0,nan,0,93,nan,0,0,nan
gene_0158,0,0,nan,3,139,0.882192,0,0,nan
gene_0159,0,0,nan,0,0,nan,0,0,nan
gene_0160,0,0,nan,4,102,nan,0,0,nan
gene_0161,0,0,nan,23,1112,nan,0,0,nan
gene_0162,0,0,nan,1,317,0.610543,0,0,nan
gene_0163,0,0,nan,12,133,nan,0,0,nan
gene_0164,0,0,nan,0,32,nan,0,0,nan
gene_0165,0,0,nan,30,728,nan,0,0,nan
gene_0166,0,0,nan,36,606,nan,0,0,nan
gene_0167,0,0,nan,0,166,nan,0,0,nan
gene_0168,0,0,nan,0,159,nan,0,0,nan
gene_0169,0,0,nan,2,223,nan,0,0,nan
gene_0170,0,0,nan,13,167,nan,0,0,nan
gene_0171,0,0,nan,0,26,nan,0,0,nan
gene_0172,0,0,nan,27,957,nan,0,0,nan
gene_0173,0,0,nan,26,952,nan,0,0,nan
gene_0174,0,0,nan,0,91,nan,0,0,nan
gene_0175,0,0,nan,4,424,0.589605,0,0,nan
gene_0176,0,0,nan,78,547,nan,0,0,nan
gene_0177,0,0,nan,10,566,nan,0,0,nan
gene_0178,0,0,nan,1,143,nan,0,0,nan
gene_0179,0,0,nan,7,317,0.236258,0,0,nan
gene_0180,0,0,nan,5,224,nan,0,0,nan
gene_0181,0,0,nan,23,1067,0.0430876,0,0,nan
gene_0182,0,0,nan,0,337,nan,0,0,nan
gene_0183,0,0,nan,3,319,nan,0,0,nan
gene_0184,0,0,nan,9,232,nan,0,0,nan
gene_0185,0,0,nan,41,393,nan,0,0,nan
gene_0186,0,0,nan,1,42,nan,0,0,nan
gene_0187,0,0,nan,5,372,nan,0,0,nan
gene_0188,0,0,nan,0,26,nan,0,0,nan
gene_0189,0,0,nan,0,1,nan,0,0,nan
gene_0190,0,0,nan,16,1023,nan,0,0,nan
gene_0191,0,0,nan,1,204,nan,0,0,nan
gene_0192,0,0,nan,1,440,nan,0,0,nan
gene_0193,0,0,nan,0,17,nan,0,0,nan
gene_0194,0,0,nan,53,469,nan,0,0,nan
gene_0195,0,0,nan,8,372,nan,0,0,nan
gene_0196,0,0,nan,0,0,nan,0,0,nan
gene_0197,0,0,nan,1,92,nan,0,0,nan
gene_0198,0,0,nan,0,0,nan,0,0,nan
gene_0199,0,0,nan,12,511,nan,0,0,nan
gene_0200,0,0,nan,0,79,nan,0,0,nan
gene_0201,0,0,nan,14,137,nan,0,0,nan
gene_0202,0,0,nan,2,460,0.954831,0,0,nan
gene_0203,0,0,nan,0,12,nan,0,0,nan
gene_0204,0,0,nan,54,1290,nan,0,0,nan
gene_0205,0,0,nan,3,392,nan,0,0,nan
gene_0206,0,0,nan,0,0,nan,0,0,nan
gene_0207,0,0,nan,0,0,nan,0,0,nan
gene_0208,0,0,nan,0,0,nan,0,0,nan
gene_0209,0,0,nan,20,504,nan,0,0,nan
gene_0210,0,0,nan,24,777,nan,0,0,nan
gene_0211,0,0,nan,0,0,nan,0,0,nan
gene_0212,0,0,nan,165,1098,nan,0,0,nan
gene_0213,0,0,nan,0,146,nan,0,0,nan
gene_0214,0,0,nan,2,182,nan,0,0,nan
gene_0215,0,0,nan,0,71,nan,0,0,nan
gene_0216,0,0,nan,21,732,nan,0,0,nan
gene_0217,0,0,nan,1,408,nan,0,0,nan
gene_0218,0,0,nan,0,37,nan,0,0,nan
gene_0219,0,0,nan,0,133,nan,0,0,nan
gene_0220,0,0,nan,0,199,nan,0,0,nan
gene_0221,0,0,nan,7,322,nan,0,0,nan
gene_0222,0,0,nan,2,158,nan,0,0,nan
gene_0223,0,0,nan,6,350,nan,0,0,nan
gene_0224,0,0,nan,0,0,nan,0,0,nan
gene_0225,0,0,nan,2,118,nan,0,0,nan
gene_0226,0,0,nan,14,162,nan,0,0,nan
gene_0227,0,0,nan,0,82,nan,0,0,nan
gene_0228,0,0,nan,13,239,nan,0,0,nan
gene_0229,0,0,nan,20,720,nan,0,0,nan
gene_0230,0,0,nan,54,627,nan,0,0,nan
gene_0231,0,0,nan,11,462,0.090774,0,0,nan
gene_0232,0,0,nan,47,375,nan,0,0,nan
gene_0233,0,0,nan,18,959,nan,0,0,nan
gene_0234,0,0,nan,22,416,nan,0,0,nan
gene_0235,0,0,nan,4,44,nan,0,0,nan
gene_0236,0,0,nan,0,228,nan,0,0,nan
gene_0237,0,0,nan,8,320,nan,0,0,nan
gene_0238,0,0,nan,1,224,nan,0,0,nan
gene_0239,0,0,nan,5,235,nan,0,0,nan
gene_0240,0,0,nan,72,662,nan,0,0,nan
gene_0241,0,0,nan,0,0,nan,0,0,nan
gene_0242,0,0,nan,0,78,nan,0,0,nan
gene_0243,0,0,nan,66,500,nan,0,0,nan
gene_0244,0,0,nan,7,626,nan,0,0,nan
gene_0245,0,0,nan,1,312,nan,0,0,nan
gene_0246,0,0,nan,2,583,0.442811,0,0,nan
gene_0247,0,0,nan,22,328,nan,0,0,nan
gene_0248,0,0,nan,29,477,nan,0,0,nan
gene_0249,0,0,nan,8,275,nan,0,0,nan
gene_0250,0,0,nan,2,95,nan,0,0,nan
gene_0251,0,0,nan,19,278,nan,0,0,nan
gene_0252,0,0,nan,31,519,nan,0,0,nan
gene_0253,0,0,nan,0,82,nan,0,0,nan
gene_0254,0,0,nan,7,417,nan,0,0,nan
gene_0255,0,0,nan,2,574,nan,0,0,nan
gene_0256,0,0,nan,2,421,nan,0,0,nan
gene_0257,0,0,nan,3,65,nan,0,0,nan
gene_0258,0,0,nan,34,337,nan,0,0,nan
gene_0259,0,0,nan,15,245,nan,0,0,nan
gene_0260,0,0,nan,1,203,nan,0,0,nan
gene_0261,0,0,nan,0,21,nan,0,0,nan
gene_0262,0,0,nan,26,697,nan,0,0,nan
gene_0263,0,0,nan,2,153,nan,0,0,nan
gene_0264,0,0,nan,0,145,nan,0,0,nan
gene_0265,0,0,nan,44,929,nan,0,0,nan
gene_0266,0,0,nan,6,306,nan,0,0,nan
gene_0267,0,0,nan,0,0,nan,0,0,nan
gene_0268,0,0,nan,61,402,nan,0,0,nan
gene_0269,0,0,nan,23,194,nan,0,0,nan
gene_0270,0,0,nan,29,252,nan,0,0,nan
gene_0271,0,0,nan,10,252,nan,0,0,nan
gene_0272,0,0,nan,100,1158,nan,0,0,nan
gene_0273,0,0,nan,3,336,0.341036,0,0,nan
gene_0274,0,0,nan,20,680,nan,0,0,nan
gene_0275,0,0,nan,0,32,nan,0,0,nan
gene_0276,0,0,nan,0,33,nan,0,0,nan
gene_0277,0,0,nan,16,563,nan,0,0,nan
gene_0278,0,0,nan,30,624,nan,0,0,nan
gene_0279,0,0,nan,34,369,nan,0,0,nan
gene_0280,0,0,nan,16,428,nan,0,0,nan
gene_0281,0,0,nan,7,166,nan,0,0,nan
gene_0282,0,0,nan,5,458,0.585186,0,0,nan
gene_0283,0,0,nan,2,135,nan,0,0,nan
gene_0284,0,0,nan,19,489,nan,0,0,nan
gene_0285,0,0,nan,66,791,nan,0,0,nan
gene_0286,0,0,nan,28,1080,nan,0,0,nan
gene_0287,0,0,nan,16,214,nan,0,0,nan
gene_0288,0,0,nan,0,7,nan,0,0,nan
gene_0289,0,0,nan,10,728,nan,0,0,nan
gene_0290,0,0,nan,5,526,nan,0,0,nan
gene_0291,0,0,nan,2,64,nan,0,0,nan
gene_0292,0,0,nan,4,308,nan,0,0,nan
gene_0293,0,0,nan,23,485,nan,0,0,nan
gene_0294,0,0,nan,43,269,nan,0,0,nan
gene_0295,0,0,nan,83,1786,nan,0,0,nan
gene_0296,0,0,nan,1,400,nan,0,0,nan
gene_0297,0,0,nan,42,508,nan,0,0,nan
gene_0298,0,0,nan,0,0,nan,0,0,nan
gene_0299,0,0,nan,2,90,nan,0,0,nan
gene_0300,0,0,nan,0,0,nan,0,0,nan
gene_0301,0,0,nan,0,0,nan,0,0,nan
gene_0302,0,0,nan,35,1008,nan,0,0,nan
gene_0303,0,0,nan,4,107,nan,0,0,nan
gene_0304,0,0,nan,5,418,nan,0,0,nan
gene_0305,0,0,nan,30,516,nan,0,0,nan
gene_0306,0,0,nan,42,566,nan,0,0,nan
gene_0307,0,0,nan,0,8,nan,0,0,nan
gene_0308,0,0,nan,2,177,nan,0,0,nan
gene_0309,0,0,nan,3,170,nan,0,0,nan
gene_0310,0,0,nan,37,693,nan,0,0,nan
gene_0311,0,0,nan,282,997,nan,0,0,nan
gene_0312,0,0,nan,2,150,nan,0,0,nan
gene_0313,0,0,nan,9,458,nan,0,0,nan
gene_0314,0,0,nan,2,53,nan,0,0,nan
gene_0315,0,0,nan,16,552,nan,0,0,nan
gene_0316,0,0,nan,0,4,nan,0,0,nan
gene_0317,0,0,nan,38,611,nan,0,0,nan
gene_0318,0,0,nan,58,775,nan,0,0,nan
gene_0319,0,0,nan,0,64,nan,0,0,nan
gene_0320,0,0,nan,12,202,nan,0,0,nan
gene_0321,0,0,nan,0,42,nan,0,0,nan
gene_0322,0,0,nan,0,6,nan,0,0,nan
gene_0323,0,0,nan,42,409,nan,0,0,nan
gene_0324,0,0,nan,15,863,0.347406,0,0,nan
gene_0325,0,0,nan,0,9,nan,0,0,nan
gene_0326,0,0,nan,21,173,0.107823,0,0,nan
gene_0327,0,0,nan,7,193,nan,0,0,nan
gene_0328,0,0,nan,0,54,nan,0,0,nan
gene_0329,0,0,nan,0,187,nan,0,0,nan
gene_0330,0,0,nan,0,0,nan,0,0,nan
gene_0331,0,0,nan,5,178,nan,0,0,nan
gene_0332,0,0,nan,4,415,nan,0,0,nan
gene_0333,0,0,nan,32,510,0.409682,0,0,nan
gene_0334,0,0,nan,7,459,nan,0,0,nan
gene_0335,0,0,nan,0,100,nan,0,0,nan
gene_0336,0,0,nan,0,0,nan,0,0,nan
gene_0337,0,0,nan,32,858,nan,0,0,nan
gene_0338,0,0,nan,19,257,nan,0,0,nan
gene_0339,0,0,nan,0,285,0.716281,0,0,nan
gene_0340,0,0,nan,0,28,nan,0,0,nan
gene_0341,0,0,nan,0,0,nan,0,0,nan
gene_0342,0,0,nan,9,488,nan,0,0,nan
gene_0343,0,0,nan,32,458,nan,0,0,nan
gene_0344,0,0,nan,34,547,nan,0,0,nan
gene_0345,0,0,nan,33,612,nan,0,0,nan
gene_0346,0,0,nan,53,591,nan,0,0,nan
gene_0347,0,0,nan,5,336,nan,0,0,nan
gene_0348,0,0,nan,0,0,nan,0,0,nan
gene_0349,0,0,nan,51,514,nan,0,0,nan
gene_0350,0,0,nan,0,2,nan,0,0,nan
gene_0351,0,0,nan,27,208,nan,0,0,nan
gene_0352,0,0,nan,0,32,nan,0,0,nan
gene_0353,0,0,nan,38,834,nan,0,0,nan
gene_0354,0,0,nan,4,175,nan,0,0,nan
gene_0355,0,0,nan,0,69,nan,0,0,nan
gene_0356,0,0,nan,0,364,nan,0,0,nan
gene_0357,0,0,nan,0,0,nan,0,0,nan
gene_0358,0,0,nan,0,70,nan,0,0,nan
gene_0359,0,0,nan,30,406,nan,0,0,nan
gene_0360,0,0,nan,4,304,nan,0,0,nan
gene_0361,0,0,nan,1,388,nan,0,0,nan
gene_0362,0,0,nan,5,46,nan,0,0,nan
gene_0363,0,0,nan,1,319,nan,0,0,nan
gene_0364,0,0,nan,9,757,nan,0,0,nan
gene_0365,0,0,nan,18,103,nan,0,0,nan
gene_0366,0,0,nan,13,313,nan,0,0,nan
gene_0367,0,0,nan,51,504,nan,0,0,nan
gene_0368,0,0,nan,0,1,nan,0,0,nan
gene_0369,0,0,nan,20,921,nan,0,0,nan
gene_0370,0,0,nan,15,21,nan,0,0,nan
gene_0371,0,0,nan,7,597,nan,0,0,nan
gene_0372,0,0,nan,43,1036,nan,0,0,nan
gene_0373,0,0,nan,17,826,nan,0,0,nan
gene_0374,0,0,nan,5,553,0.48263,0,0,nan
gene_0375,0,0,nan,1,74,nan,0,0,nan
gene_0376,0,0,nan,5,398,nan,0,0,nan
gene_0377,0,0,nan,25,235,0.0999025,0,0,nan
gene_0378,0,0,nan,16,570,nan,0,0,nan
gene_0379,0,0,nan,12,225,nan,0,0,nan
gene_0380,0,0,nan,0,11,nan,0,0,nan
gene_0381,0,0,nan,8,196,nan,0,0,nan
gene_0382,0,0,nan,21,285,nan,0,0,nan
gene_0383,0,0,nan,2,241,nan,0,0,nan
gene_0384,0,0,nan,0,0,nan,0,0,nan
gene_0385,0,0,nan,24,507,nan,0,0,nan
gene_0386,0,0,nan,6,614,0.367572,0,0,nan
gene_0387,0,0,nan,17,295,nan,0,0,nan
gene_0388,0,0,nan,9,690,nan,0,0,nan
gene_0389,0,0,nan,0,11,nan,0,0,nan
gene_0390,0,0,nan,16,235,nan,0,0,nan
gene_0391,0,0,nan,12,310,nan,0,0,nan
gene_0392,0,0,nan,1,31,nan,0,0,nan
gene_0393,0,0,nan,32,601,nan,0,0,nan
gene_0394,0,0,nan,17,277,nan,0,0,nan
gene_0395,0,0,nan,3,506,nan,0,0,nan
gene_0396,0,0,nan,31,729,nan,0,0,nan
gene_0397,0,0,nan,1,77,nan,0,0,nan
gene_0398,0,0,nan,8,194,nan,0,0,nan
gene_0399,0,0,nan,25,452,nan,0,0,nan
gene_0400,0,0,nan,29,770,nan,0,0,nan
gene_0401,0,0,nan,7,566,nan,0,0,nan
gene_0402,0,0,nan,1,31,nan,0,0,nan
gene_0403,0,0,nan,119,1603,nan,0,0,nan
gene_0404,0,0,nan,5,307,nan,0,0,nan
gene_0405,0,0,nan,17,404,nan,0,0,nan
gene_0406,0,0,nan,0,7,nan,0,0,nan
gene_0407,0,0,nan,45,206,nan,0,0,nan
gene_0408,0,0,nan,0,284,nan,0,0,nan
gene_0409,0,0,nan,39,913,nan,0,0,nan
gene_0410,0,0,nan,1,152,nan,0,0,nan
gene_0411,0,0,nan,3,402,nan,0,0,nan
gene_0412,0,0,nan,0,0,nan,0,0,nan
gene_0413,0,0,nan,1,313,nan,0,0,nan
gene_0414,0,0,nan,8,321,nan,0,0,nan
gene_0415,0,0,nan,0,0,nan,0,0,nan
gene_0416,0,0,nan,4,125,nan,0,0,nan
gene_0417,0,0,nan,14,211,nan,0,0,nan
gene_0418,0,0,nan,16,363,nan,0,0,nan
gene_0419,0,0,nan,32,382,nan,0,0,nan
gene_0420,0,0,nan,3,127,nan,0,0,nan
gene_0421,0,0,nan,0,433,nan,0,0,nan
gene_0422,0,0,nan,14,794,0.427434,0,0,nan
gene_0423,0,0,nan,19,761,nan,0,0,nan
gene_0424,0,0,nan,2,47,nan,0,0,nan
gene_0425,0,0,nan,5,129,0.628667,0,0,nan
gene_0426,0,0,nan,19,669,0.859698,0,0,nan
gene_0427,0,0,nan,26,619,0.615167,0,0,nan
gene_0428,0,0,nan,0,9,nan,0,0,nan
gene_0429,0,0,nan,0,273,nan,0,0,nan
gene_0430,0,0,nan,0,43,nan,0,0,nan
gene_0431,0,0,nan,5,414,0.350887,0,0,nan
gene_0432,0,0,nan,1,240,nan,0,0,nan
gene_0433,0,0,nan,0,16,nan,0,0,nan
gene_0434,0,0,nan,66,595,nan,0,0,nan
gene_0435,0,0,nan,11,447,nan,0,0,nan
gene_0436,0,0,nan,34,585,nan,0,0,nan
gene_0437,0,0,nan,68,904,0.225964,0,0,nan
gene_0438,0,0,nan,3,159,nan,0,0,nan
gene_0439,0,0,nan,6,17,nan,0,0,nan
gene_0440,0,0,nan,79,942,nan,0,0,nan
gene_0441,0,0,nan,0,0,nan,0,0,nan
gene_0442,0,0,nan,21,657,nan,0,0,nan
gene_0443,0,0,nan,4,202,nan,0,0,nan
gene_0444,0,0,nan,12,723,0.73125,0,0,nan
gene_0445,0,0,nan,14,475,0.506001,0,0,nan
gene_0446,0,0,nan,4,295,nan,0,0,nan
gene_0447,0,0,nan,4,562,nan,0,0,nan
gene_0448,0,0,nan,0,26,nan,0,0,nan
gene_0449,0,0,nan,30,896,nan,0,0,nan
gene_0450,0,0,nan,7,237,nan,0,0,nan
gene_0451,0,0,nan,9,301,nan,0,0,nan
gene_0452,0,0,nan,8,369,nan,0,0,nan
gene_0453,0,0,nan,80,453,nan,0,0,nan
gene_0454,0,0,nan,10,218,nan,0,0,nan
gene_0455,0,0,nan,0,0,nan,0,0,nan
gene_0456,0,0,nan,6,638,nan,0,0,nan
gene_0457,0,0,nan,0,0,nan,0,0,nan
gene_0458,0,0,nan,38,913,nan,0,0,nan
gene_0459,0,0,nan,1,209,nan,0,0,nan
gene_0460,0,0,nan,3,488,0.590524,0,0,nan
gene_0461,0,0,nan,33,996,nan,0,0,nan
gene_0462,0,0,nan,3,206,nan,0,0,nan
gene_0463,0,0,nan,0,26,nan,0,0,nan
gene_0464,0,0,nan,6,453,nan,0,0,nan
gene_0465,0,0,nan,29,150,nan,0,0,nan
gene_0466,0,0,nan,31,267,nan,0,0,nan
gene_0467,0,0,nan,14,521,nan,0,0,nan
gene_0468,0,0,nan,21,173,nan,0,0,nan
gene_0469,0,0,nan,14,472,nan,0,0,nan
gene_0470,0,0,nan,0,46,nan,0,0,nan
gene_0471,0,0,nan,0,13,nan,0,0,nan
gene_0472,0,0,nan,3,203,nan,0,0,nan
gene_0473,0,0,nan,47,884,nan,0,0,nan
gene_0474,0,0,nan,9,201,nan,0,0,nan
gene_0475,0,0,nan,53,385,nan,0,0,nan
gene_0476,0,0,nan,18,579,nan,0,0,nan
gene_0477,0,0,nan,4,142,nan,0,0,nan
gene_0478,0,0,nan,0,0,nan,0,0,nan
gene_0479,0,0,nan,10,713,nan,0,0,nan
gene_0480,0,0,nan,0,0,nan,0,0,nan
gene_0481,0,0,nan,133,1188,nan,0,0,nan
gene_0482,0,0,nan,0,12,nan,0,0,nan
gene_0483,0,0,nan,12,592,nan,0,0,nan
gene_0484,0,0,nan,1,61,nan,0,0,nan
gene_0485,0,0,nan,2,176,nan,0,0,nan
gene_0486,0,0,nan,0,303,nan,0,0,nan
