# Matched-pair tests of symmetry
# This file can be read in MS Excel or in R with command:
#    dat=read.csv('sym.symtest.csv',comment.char='#')
# Columns are comma-separated with following meanings:
#    Name:    Partition name
#    SymSig:  Number of significant sequence pairs by test of symmetry
#    SymNon:  Number of non-significant sequence pairs by test of symmetry
#    SymPval: P-value for maximum test of symmetry
#    MarSig:  Number of significant sequence pairs by test of marginal symmetry
#    MarNon:  Number of non-significant sequence pairs by test of marginal symmetry
#    MarPval: P-value for maximum test of marginal symmetry
#    IntSig:  Number of significant sequence pairs by test of internal symmetry
#    IntNon:  Number of non-significant sequence pairs by test of internal symmetry
#    IntPval: P-value for maximum test of internal symmetry
Name,SymSig,SymNon,SymPval,MarSig,MarNon,MarPval,IntSig,IntNon,IntPval
gene_0072,0,608,0.317311,15,197,nan,0,212,nan
gene_0073,0,902,0.425184,2,261,nan,0,263,nan
gene_0074,8,769,0.464653,34,239,nan,1,272,nan
gene_0075,0,1402,0.539749,1,115,nan,0,116,nan
gene_0076,0,1275,0.584073,0,0,nan,0,0,nan
gene_0077,0,2075,0.547576,1,239,nan,1,239,nan
gene_0078,0,1121,0.638966,0,32,nan,0,32,nan
gene_0079,0,576,0.304742,0,0,nan,0,0,nan
gene_0080,0,800,0.58514,3,165,nan,0,168,nan
gene_0081,0,1052,0.26004,10,245,nan,1,254,nan
gene_0082,0,1337,0.443263,33,586,nan,0,619,nan
gene_0083,6,1020,0.69212,36,438,nan,1,473,nan
gene_0084,2,1561,0.462374,25,386,nan,1,410,nan
gene_0085,3,1853,0.431923,73,993,nan,2,1064,nan
gene_0086,0,722,0.473795,5,201,nan,1,205,nan
gene_0087,0,1824,0.347229,1,39,nan,0,40,nan
gene_0088,2,1304,0.367879,19,226,nan,0,245,nan
gene_0089,4,1362,0.571705,100,941,nan,0,1041,nan
gene_0090,0,1470,0.300708,27,720,nan,5,742,nan
gene_0091,2,2207,0.557825,57,1664,nan,8,1713,nan
gene_0092,0,1064,0.443263,3,203,nan,1,205,nan
gene_0093,8,2003,0.643895,4,208,nan,4,208,nan
gene_0094,0,887,0.437274,5,261,nan,4,262,nan
gene_0095,4,1642,0.360899,41,597,nan,7,631,nan
gene_0096,0,1478,0.323897,8,588,nan,1,595,nan
gene_0097,0,1420,0.68317,54,772,nan,4,822,nan
gene_0098,1,989,0.395409,0,0,nan,0,0,nan
gene_0099,0,1063,0.42319,0,327,nan,1,326,nan
gene_0100,0,1754,0.26004,24,917,nan,2,939,nan
gene_0101,2,736,0.367879,14,294,nan,0,308,nan
gene_0102,6,1761,0.378155,39,616,nan,2,653,nan
gene_0103,0,1310,0.536633,26,544,nan,2,568,nan
gene_0104,0,666,0.358458,2,117,nan,2,117,nan
gene_0105,1,1010,0.521826,1,195,nan,3,193,nan
gene_0106,0,1486,0.367879,11,143,nan,0,154,nan
gene_0107,0,1652,0.367879,11,389,nan,1,399,nan
gene_0108,0,987,0.43347,2,428,nan,0,430,nan
gene_0109,0,2067,0.22313,12,446,nan,1,457,nan
gene_0110,3,816,0.522438,11,129,nan,0,140,nan
gene_0111,0,1369,0.391625,0,86,nan,0,86,nan
gene_0112,4,1716,0.442674,55,491,nan,1,545,nan
gene_0113,8,2333,0.453249,108,1610,0.547246,7,1711,0.372272
gene_0114,2,1431,0.210493,14,241,nan,0,255,nan
gene_0115,1,969,0.530387,23,337,nan,2,358,nan
gene_0116,0,1421,0.355508,4,211,nan,11,204,nan
gene_0117,16,1063,0.307353,18,154,nan,0,172,nan
gene_0118,1,1216,0.389503,6,322,nan,0,328,nan
gene_0119,1,2006,0.500285,22,489,nan,7,504,nan
gene_0120,1,1500,0.241907,4,453,nan,2,455,nan
gene_0121,1,1028,0.43347,19,130,nan,0,149,nan
gene_0122,0,1176,0.729514,5,250,0.562337,1,254,0.714577
gene_0123,0,1326,0.437259,26,778,nan,5,799,nan
gene_0124,0,958,0.317311,15,343,nan,0,358,nan
gene_0125,0,1428,0.530387,13,769,nan,2,780,nan
gene_0126,1,1614,0.332594,27,427,nan,1,453,nan
gene_0127,1,1723,0.313374,29,630,nan,1,658,nan
gene_0128,1,1368,0.406006,13,746,nan,2,757,nan
gene_0129,0,1191,0.367879,23,530,nan,0,553,nan
gene_0130,6,2138,0.460961,30,1341,0.52383,3,1368,0.402701
gene_0131,0,1325,0.51577,0,3,nan,0,3,nan
gene_0132,2,1425,0.425184,12,507,nan,0,519,nan
gene_0133,5,1471,0.455653,4,107,nan,0,111,nan
gene_0134,2,1077,0.589838,25,667,0.675096,2,689,0.464722
gene_0135,1,1218,0.44568,3,95,nan,1,97,nan
gene_0136,0,1004,0.42888,5,94,nan,0,99,nan
gene_0137,0,1118,0.317311,8,161,nan,0,169,nan
gene_0138,0,1324,0.554728,7,402,nan,3,406,nan
gene_0139,0,1268,0.708131,32,376,nan,0,408,nan
gene_0140,14,1246,0.343978,104,750,nan,3,851,nan
gene_0141,1,1472,0.42888,20,851,nan,2,869,nan
gene_0142,0,990,0.621991,17,630,0.561875,2,645,0.576409
gene_0143,4,2480,0.721324,33,642,nan,3,672,nan
gene_0144,1,1315,0.519078,1,157,nan,1,157,nan
gene_0145,0,819,0.500264,1,107,nan,1,107,nan
gene_0146,1,2139,0.449711,7,598,nan,11,594,nan
gene_0147,0,810,0.411752,0,3,nan,0,3,nan
gene_0148,0,1427,0.317311,9,595,nan,0,604,nan
gene_0149,0,897,0.326466,0,0,nan,0,0,nan
gene_0150,0,1890,0.521261,0,138,nan,3,135,nan
gene_0151,0,1535,0.554395,19,458,nan,4,473,nan
gene_0152,8,2089,0.317311,13,132,nan,0,145,nan
gene_0153,0,1596,0.594121,6,8,nan,0,14,nan
gene_0154,1,1169,0.198839,0,1,nan,0,1,nan
gene_0155,0,1173,0.172992,2,253,nan,0,255,nan
gene_0156,1,2014,0.711041,23,1349,nan,16,1356,nan
gene_0157,0,1942,0.443496,0,93,nan,0,93,nan
gene_0158,0,1485,0.435332,3,139,0.882192,0,142,0.136479
gene_0159,0,542,0.42319,0,0,nan,0,0,nan
gene_0160,0,465,0.470622,4,102,nan,0,106,nan
gene_0161,1,1828,0.518247,23,1112,nan,1,1134,nan
gene_0162,0,1485,0.663825,1,317,0.610543,2,316,0.570932
gene_0163,5,2075,0.350485,12,133,nan,3,142,nan
gene_0164,0,2207,0.42888,0,32,nan,0,32,nan
gene_0165,0,1644,0.367879,30,728,nan,5,753,nan
gene_0166,0,1391,0.317311,36,606,nan,4,638,nan
gene_0167,0,1540,0.526341,0,166,nan,4,162,nan
gene_0168,0,1594,0.287297,0,159,nan,3,156,nan
gene_0169,0,2145,0.571705,2,223,nan,5,220,nan
gene_0170,0,882,0.543813,13,167,nan,0,180,nan
gene_0171,0,548,0.317311,0,26,nan,1,25,nan
gene_0172,1,2078,0.367879,27,957,nan,1,983,nan
gene_0173,0,1821,0.500518,26,952,nan,1,977,nan
gene_0174,0,1763,0.544797,0,91,nan,0,91,nan
gene_0175,1,1425,0.465066,4,424,0.589605,1,427,0.285316
gene_0176,21,1602,0.452961,78,547,nan,5,620,nan
gene_0177,0,1480,0.50034,10,566,nan,1,575,nan
gene_0178,0,936,0.391625,1,143,nan,0,144,nan
gene_0179,0,862,0.44781,7,317,0.236258,1,323,0.788697
gene_0180,1,818,0.42319,5,224,nan,1,228,nan
gene_0181,2,1951,0.151411,23,1067,0.0430876,4,1086,0.500033
gene_0182,0,1224,0.43347,0,337,nan,0,337,nan
gene_0183,0,1891,0.339814,3,319,nan,0,322,nan
gene_0184,1,1287,0.391625,9,232,nan,0,241,nan
gene_0185,7,1059,0.462374,41,393,nan,0,434,nan
gene_0186,1,1821,0.438756,1,42,nan,1,42,nan
gene_0187,0,1829,0.345462,5,372,nan,1,376,nan
gene_0188,0,1223,0.287297,0,26,nan,1,25,nan
gene_0189,0,899,0.609638,0,1,nan,0,1,nan
gene_0190,0,1767,1,16,1023,nan,7,1032,nan
gene_0191,0,1446,0.558106,1,204,nan,0,205,nan
gene_0192,0,902,0.406006,1,440,nan,0,441,nan
gene_0193,0,1081,0.781291,0,17,nan,0,17,nan
gene_0194,5,1661,0.58514,53,469,nan,0,522,nan
gene_0195,1,1762,0.406006,8,372,nan,1,379,nan
gene_0196,0,1225,0.414004,0,0,nan,0,0,nan
gene_0197,0,1171,0.44568,1,92,nan,0,93,nan
gene_0198,0,1579,0.699002,0,0,nan,0,0,nan
gene_0199,0,1953,0.702359,12,511,nan,3,520,nan
gene_0200,0,2197,0.317311,0,79,nan,3,76,nan
gene_0201,0,895,0.317311,14,137,nan,0,151,nan
gene_0202,0,946,0.573427,2,460,0.954831,6,456,0.227277
gene_0203,0,562,0.42319,0,12,nan,0,12,nan
gene_0204,3,2197,0.297075,54,1290,nan,4,1340,nan
gene_0205,0,810,0.317311,3,392,nan,0,395,nan
gene_0206,4,2046,0.242392,0,0,nan,0,0,nan
gene_0207,2,1706,0.520738,0,0,nan,0,0,nan
gene_0208,0,1313,0.398652,0,0,nan,0,0,nan
gene_0209,4,1446,0.500073,20,504,nan,2,522,nan
gene_0210,2,1462,0.41588,24,777,nan,5,796,nan
gene_0211,0,1081,0.236757,0,0,nan,0,0,nan
gene_0212,12,1684,0.411492,165,1098,nan,12,1251,nan
gene_0213,0,741,0.406006,0,146,nan,0,146,nan
gene_0214,0,1735,0.42319,2,182,nan,0,184,nan
gene_0215,0,1126,0.43347,0,71,nan,2,69,nan
gene_0216,2,1566,0.449711,21,732,nan,1,752,nan
gene_0217,0,1079,0.407599,1,408,nan,2,407,nan
gene_0218,3,662,0.37274,0,37,nan,0,37,nan
gene_0219,0,1418,0.598714,0,133,nan,2,131,nan
gene_0220,0,817,0.406006,0,199,nan,0,199,nan
gene_0221,0,936,0.527644,7,322,nan,3,326,nan
gene_0222,0,629,0.357518,2,158,nan,0,160,nan
gene_0223,0,1174,0.39343,6,350,nan,0,356,nan
gene_0224,0,457,0.251671,0,0,nan,0,0,nan
gene_0225,0,1157,0.406006,2,118,nan,0,120,nan
gene_0226,4,1007,0.609638,14,162,nan,0,176,nan
gene_0227,0,1288,0.391625,0,82,nan,0,82,nan
gene_0228,1,2012,0.583794,13,239,nan,2,250,nan
gene_0229,0,1873,0.657278,20,720,nan,1,739,nan
gene_0230,15,1498,0.350485,54,627,nan,1,680,nan
gene_0231,1,1604,0.625033,11,462,0.090774,1,472,0.96702
gene_0232,1,1927,0.444904,47,375,nan,1,421,nan
gene_0233,3,2191,0.353671,18,959,nan,2,975,nan
gene_0234,1,1673,0.317311,22,416,nan,1,437,nan
gene_0235,0,1365,0.543813,4,44,nan,1,47,nan
gene_0236,0,1595,0.645328,0,228,nan,1,227,nan
gene_0237,0,1505,0.367879,8,320,nan,4,324,nan
gene_0238,1,779,0.40173,1,224,nan,1,224,nan
gene_0239,1,1178,0.317311,5,235,nan,0,240,nan
gene_0240,0,1363,0.386909,72,662,nan,0,734,nan
gene_0241,0,686,0.367879,0,0,nan,0,0,nan
gene_0242,0,882,0.437274,0,78,nan,0,78,nan
gene_0243,6,843,0.308271,66,500,nan,2,564,nan
gene_0244,0,851,0.579553,7,626,nan,1,632,nan
gene_0245,0,944,0.586589,1,312,nan,3,310,nan
gene_0246,0,1224,0.70433,2,583,0.442811,0,585,0.781851
gene_0247,4,1076,0.736186,22,328,nan,1,349,nan
gene_0248,5,1076,0.500199,29,477,nan,8,498,nan
gene_0249,0,1461,0.367879,8,275,nan,0,283,nan
gene_0250,0,804,0.508862,2,95,nan,0,97,nan
gene_0251,1,1192,0.41588,19,278,nan,0,297,nan
gene_0252,7,1218,0.319137,31,519,nan,3,547,nan
gene_0253,0,1326,0.406006,0,82,nan,0,82,nan
gene_0254,0,1197,0.437274,7,417,nan,1,423,nan
gene_0255,0,2277,0.528919,2,574,nan,2,574,nan
gene_0256,0,1566,0.43347,2,421,nan,3,420,nan
gene_0257,0,507,0.367879,3,65,nan,0,68,nan
gene_0258,6,1084,0.317311,34,337,nan,1,370,nan
gene_0259,23,1206,0.141751,15,245,nan,1,259,nan
gene_0260,0,1826,0.58304,1,203,nan,1,203,nan
gene_0261,1,957,0.437274,0,21,nan,0,21,nan
gene_0262,0,1262,0.367879,26,697,nan,0,723,nan
gene_0263,0,683,0.318864,2,153,nan,1,154,nan
gene_0264,0,1760,0.405761,0,145,nan,0,145,nan
gene_0265,0,1982,0.56809,44,929,nan,2,971,nan
gene_0266,0,1095,0.536633,6,306,nan,0,312,nan
gene_0267,0,1637,0.393944,0,0,nan,0,0,nan
gene_0268,2,1424,0.284256,61,402,nan,1,462,nan
gene_0269,5,2122,0.406006,23,194,nan,0,217,nan
gene_0270,0,1111,0.460771,29,252,nan,0,281,nan
gene_0271,1,1250,0.394578,10,252,nan,0,262,nan
gene_0272,47,1963,0.367879,100,1158,nan,4,1254,nan
gene_0273,0,1081,0.462374,3,336,0.341036,1,338,0.666342
gene_0274,0,1343,0.391625,20,680,nan,4,696,nan
gene_0275,0,1671,0.679029,0,32,nan,0,32,nan
gene_0276,0,1408,0.536633,0,33,nan,1,32,nan
gene_0277,0,1709,0.276233,16,563,nan,0,579,nan
gene_0278,0,1432,0.285057,30,624,nan,0,654,nan
gene_0279,2,1032,0.367879,34,369,nan,1,402,nan
gene_0280,0,862,0.367879,16,428,nan,0,444,nan
gene_0281,1,1594,0.385547,7,166,nan,1,172,nan
gene_0282,0,1214,0.517011,5,458,0.585186,4,459,0.378729
gene_0283,0,1146,0.357518,2,135,nan,0,137,nan
gene_0284,3,1354,0.406006,19,489,nan,0,508,nan
gene_0285,12,2052,0.457399,66,791,nan,2,855,nan
gene_0286,6,2182,0.332594,28,1080,nan,6,1102,nan
gene_0287,5,839,0.646578,16,214,nan,1,229,nan
gene_0288,0,952,0.252656,0,7,nan,1,6,nan
gene_0289,0,1947,0.423436,10,728,nan,3,735,nan
gene_0290,0,1953,0.455516,5,526,nan,3,528,nan
gene_0291,0,395,0.500461,2,64,nan,0,66,nan
gene_0292,0,1865,0.516481,4,308,nan,1,311,nan
gene_0293,4,1415,0.521261,23,485,nan,2,506,nan
gene_0294,3,1796,0.454366,43,269,nan,2,310,nan
gene_0295,4,2333,0.521185,83,1786,nan,5,1864,nan
gene_0296,0,2006,0.317311,1,400,nan,1,400,nan
gene_0297,1,1439,0.406598,42,508,nan,1,549,nan
gene_0298,0,903,0.419238,0,0,nan,0,0,nan
gene_0299,0,847,0.451417,2,90,nan,0,92,nan
gene_0300,9,1214,0.22602,0,0,nan,0,0,nan
gene_0301,2,504,0.367879,0,0,nan,0,0,nan
gene_0302,0,1585,0.463105,35,1008,nan,4,1039,nan
gene_0303,0,918,0.447812,4,107,nan,0,111,nan
gene_0304,2,1305,0.479929,5,418,nan,3,420,nan
gene_0305,2,1131,0.534146,30,516,nan,5,541,nan
gene_0306,0,1872,0.42319,42,566,nan,1,607,nan
gene_0307,0,1158,0.342296,0,8,nan,0,8,nan
gene_0308,0,1741,0.285384,2,177,nan,0,179,nan
gene_0309,0,1169,0.41588,3,170,nan,1,172,nan
gene_0310,2,2065,0.397504,37,693,nan,1,729,nan
gene_0311,47,1720,0.340725,282,997,nan,12,1267,nan
gene_0312,0,552,0.443263,2,150,nan,0,152,nan
gene_0313,0,1512,0.42319,9,458,nan,0,467,nan
gene_0314,0,849,0.406006,2,53,nan,0,55,nan
gene_0315,0,1570,0.406006,16,552,nan,3,565,nan
gene_0316,0,2009,0.420404,0,4,nan,0,4,nan
gene_0317,3,1291,0.42319,38,611,nan,2,647,nan
gene_0318,14,1419,0.41588,58,775,nan,5,828,nan
gene_0319,0,1375,0.636037,0,64,nan,0,64,nan
gene_0320,4,1915,0.487441,12,202,nan,0,214,nan
gene_0321,0,1760,0.357518,0,42,nan,0,42,nan
gene_0322,0,1350,0.317311,0,6,nan,0,6,nan
gene_0323,0,1093,0.406006,42,409,nan,0,451,nan
gene_0324,2,1526,0.440174,15,863,0.347406,5,873,0.531145
gene_0325,0,903,0.500311,0,9,nan,0,9,nan
gene_0326,0,1587,0.442246,21,173,0.107823,0,194,0.84934
gene_0327,0,1560,0.245894,7,193,nan,0,200,nan
gene_0328,0,988,0.317311,0,54,nan,1,53,nan
gene_0329,0,818,0.545497,0,187,nan,1,186,nan
gene_0330,0,1485,0.391823,0,0,nan,0,0,nan
gene_0331,0,1126,0.532104,5,178,nan,0,183,nan
gene_0332,0,1217,0.391625,4,415,nan,1,418,nan
gene_0333,1,1819,0.272908,32,510,0.409682,0,542,0.20915
gene_0334,0,1266,0.42362,7,459,nan,1,465,nan
gene_0335,0,1298,0.42319,0,100,nan,0,100,nan
gene_0336,0,1711,0.654958,0,0,nan,0,0,nan
gene_0337,5,1534,0.317311,32,858,nan,2,888,nan
gene_0338,0,879,0.387832,19,257,nan,0,276,nan
gene_0339,0,1711,0.417015,0,285,0.716281,1,284,0.254729
gene_0340,0,1485,0.285384,0,28,nan,2,26,nan
gene_0341,0,861,0.525529,0,0,nan,0,0,nan
gene_0342,0,1816,0.300708,9,488,nan,1,496,nan
gene_0343,2,1370,0.317311,32,458,nan,5,485,nan
gene_0344,0,1082,0.317311,34,547,nan,3,578,nan
gene_0345,2,1300,0.440493,33,612,nan,4,641,nan
gene_0346,44,1773,0.454366,53,591,nan,1,643,nan
gene_0347,1,1496,0.367879,5,336,nan,0,341,nan
gene_0348,0,1132,0.391625,0,0,nan,0,0,nan
gene_0349,5,2099,0.308096,51,514,nan,0,565,nan
gene_0350,1,1531,0.391625,0,2,nan,0,2,nan
gene_0351,3,661,0.729824,27,208,nan,0,235,nan
gene_0352,0,891,0.43347,0,32,nan,0,32,nan
gene_0353,3,1341,0.5186,38,834,nan,4,868,nan
gene_0354,1,1218,0.367485,4,175,nan,0,179,nan
gene_0355,0,1077,0.14975,0,69,nan,0,69,nan
gene_0356,1,1594,0.409866,0,364,nan,0,364,nan
gene_0357,0,1167,0.440493,0,0,nan,0,0,nan
gene_0358,0,1473,0.391823,0,70,nan,2,68,nan
gene_0359,6,1919,0.443263,30,406,nan,1,435,nan
gene_0360,0,1709,0.317311,4,304,nan,1,307,nan
gene_0361,0,1020,0.549416,1,388,nan,1,388,nan
gene_0362,1,1507,0.500199,5,46,nan,0,51,nan
gene_0363,0,1472,0.528121,1,319,nan,0,320,nan
gene_0364,1,1875,0.367879,9,757,nan,7,759,nan
gene_0365,0,1304,0.342296,18,103,nan,0,121,nan
gene_0366,4,1154,0.313374,13,313,nan,0,326,nan
gene_0367,3,1351,0.323897,51,504,nan,2,553,nan
gene_0368,0,898,0.407599,0,1,nan,0,1,nan
gene_0369,2,2076,0.414402,20,921,nan,5,936,nan
gene_0370,1,882,0.262666,15,21,nan,0,36,nan
gene_0371,0,1487,0.652974,7,597,nan,4,600,nan
gene_0372,4,1958,0.519798,43,1036,nan,0,1079,nan
gene_0373,1,2188,0.317311,17,826,nan,5,838,nan
gene_0374,0,1931,0.556375,5,553,0.48263,1,557,0.552161
gene_0375,0,1647,0.261464,1,74,nan,0,75,nan
gene_0376,0,1308,0.557825,5,398,nan,2,401,nan
gene_0377,0,2211,0.184899,25,235,0.0999025,5,255,0.392337
gene_0378,0,1652,0.319873,16,570,nan,2,584,nan
gene_0379,1,1132,0.451417,12,225,nan,0,237,nan
gene_0380,0,966,0.367879,0,11,nan,0,11,nan
gene_0381,0,1352,0.332594,8,196,nan,2,202,nan
gene_0382,0,1491,0.658714,21,285,nan,2,304,nan
gene_0383,0,741,0.41588,2,241,nan,1,242,nan
gene_0384,0,1485,0.229772,0,0,nan,0,0,nan
gene_0385,0,1028,0.311082,24,507,nan,6,525,nan
gene_0386,0,1929,0.723633,6,614,0.367572,7,613,0.833938
gene_0387,2,1405,0.437274,17,295,nan,3,309,nan
gene_0388,3,2343,0.645328,9,690,nan,1,698,nan
gene_0389,0,1531,0.536633,0,11,nan,0,11,nan
gene_0390,3,1706,0.500094,16,235,nan,0,251,nan
gene_0391,0,1373,0.699002,12,310,nan,0,322,nan
gene_0392,13,970,0.266973,1,31,nan,0,32,nan
gene_0393,1,1439,0.528919,32,601,nan,1,632,nan
gene_0394,1,756,0.405761,17,277,nan,1,293,nan
gene_0395,0,1531,0.367879,3,506,nan,3,506,nan
gene_0396,0,1269,0.297075,31,729,nan,1,759,nan
gene_0397,3,1143,0.549416,1,77,nan,0,78,nan
gene_0398,0,1352,0.677504,8,194,nan,1,201,nan
gene_0399,5,1945,0.500373,25,452,nan,0,477,nan
gene_0400,0,2341,0.317311,29,770,nan,4,795,nan
gene_0401,2,1706,0.317311,7,566,nan,2,571,nan
gene_0402,1,801,0.41588,1,31,nan,0,32,nan
gene_0403,7,2270,0.394578,119,1603,nan,2,1720,nan
gene_0404,2,768,0.367879,5,307,nan,2,310,nan
gene_0405,3,2325,0.627823,17,404,nan,0,421,nan
gene_0406,0,1830,0.342254,0,7,nan,0,7,nan
gene_0407,2,835,0.249028,45,206,nan,1,250,nan
gene_0408,0,1486,0.500157,0,284,nan,9,275,nan
gene_0409,1,1571,0.289157,39,913,nan,1,951,nan
gene_0410,4,1300,0.379326,1,152,nan,0,153,nan
gene_0411,0,1158,0.317311,3,402,nan,2,403,nan
gene_0412,0,870,0.526524,0,0,nan,0,0,nan
gene_0413,0,1608,0.367879,1,313,nan,2,312,nan
gene_0414,0,1275,0.406006,8,321,nan,3,326,nan
gene_0415,0,1313,0.538694,0,0,nan,0,0,nan
gene_0416,0,1273,0.443263,4,125,nan,2,127,nan
gene_0417,0,951,0.41588,14,211,nan,0,225,nan
gene_0418,0,1217,0.41588,16,363,nan,1,378,nan
gene_0419,3,1870,0.443263,32,382,nan,0,414,nan
gene_0420,0,1312,0.391625,3,127,nan,0,130,nan
gene_0421,0,1710,0.367879,0,433,nan,5,428,nan
gene_0422,2,1429,0.593547,14,794,0.427434,3,805,0.642634
gene_0423,0,1667,0.500589,19,761,nan,2,778,nan
gene_0424,1,1095,0.42319,2,47,nan,0,49,nan
gene_0425,0,2124,0.463599,5,129,0.628667,1,133,0.321477
gene_0426,0,2013,0.588677,19,669,0.859698,0,688,0.2663
gene_0427,2,1709,0.506986,26,619,0.615167,0,645,0.328757
gene_0428,2,1268,0.45021,0,9,nan,0,9,nan
gene_0429,0,1533,0.42319,0,273,nan,5,268,nan
gene_0430,0,1649,0.350485,0,43,nan,1,42,nan
gene_0431,4,1744,0.416744,5,414,0.350887,2,417,0.507461
gene_0432,0,1189,0.42319,1,240,nan,2,239,nan
gene_0433,0,429,0.349882,0,16,nan,0,16,nan
gene_0434,5,1388,0.385597,66,595,nan,4,657,nan
gene_0435,0,1697,0.443263,11,447,nan,0,458,nan
gene_0436,1,1483,0.563766,34,585,nan,0,619,nan
gene_0437,1,1829,0.610412,68,904,0.225964,1,971,0.803863
gene_0438,4,1371,0.500134,3,159,nan,1,161,nan
